file_id,age
image_0.jpg,62.5761
image_1.jpg,49.019527
image_10.jpg,34.56296
image_100.jpg,47.182827
image_1000.jpg,21.857454
image_1001.jpg,24.817755
image_1002.jpg,79.84417
image_1003.jpg,39.215702
image_1004.jpg,50.54157
image_1005.jpg,77.80943
image_1006.jpg,46.35464
image_1007.jpg,62.789062
image_1008.jpg,69.66162
image_1009.jpg,35.741657
image_101.jpg,58.961914
image_1010.jpg,50.049213
image_1011.jpg,9.837156
image_1012.jpg,85.164246
image_1013.jpg,73.945526
image_1014.jpg,57.074444
image_1015.jpg,27.938868
image_1016.jpg,58.676014
image_1017.jpg,41.221478
image_1018.jpg,29.42219
image_1019.jpg,37.51099
image_102.jpg,32.10949
image_1020.jpg,32.15929
image_1021.jpg,8.933446
image_1022.jpg,2.1842425
image_1023.jpg,28.565874
image_1024.jpg,33.42616
image_1025.jpg,59.33769
image_1026.jpg,13.17105
image_1027.jpg,4.217018
image_1028.jpg,27.824028
image_1029.jpg,23.809214
image_103.jpg,22.932867
image_1030.jpg,66.77265
image_1031.jpg,1.1073316
image_1032.jpg,51.077133
image_1033.jpg,30.0908
image_1034.jpg,26.069563
image_1035.jpg,47.49413
image_1036.jpg,64.62637
image_1037.jpg,23.402962
image_1038.jpg,50.84788
image_1039.jpg,23.770432
image_104.jpg,17.141226
image_1040.jpg,17.158215
image_1041.jpg,45.199368
image_1042.jpg,31.773033
image_1043.jpg,57.539646
image_1044.jpg,37.21432
image_1045.jpg,48.000042
image_1046.jpg,27.79352
image_1047.jpg,37.217594
image_1048.jpg,66.339455
image_1049.jpg,1.8906211
image_105.jpg,26.056335
image_1050.jpg,52.128735
image_1051.jpg,68.05316
image_1052.jpg,26.373894
image_1053.jpg,71.446014
image_1054.jpg,75.03008
image_1055.jpg,82.9797
image_1056.jpg,27.267456
image_1057.jpg,21.813507
image_1058.jpg,32.7193
image_1059.jpg,9.23714
image_106.jpg,60.513813
image_1060.jpg,65.03005
image_1061.jpg,37.119553
image_1062.jpg,42.790714
image_1063.jpg,69.22015
image_1064.jpg,17.489294
image_1065.jpg,63.201077
image_1066.jpg,24.127314
image_1067.jpg,67.99899
image_1068.jpg,64.94027
image_1069.jpg,53.930042
image_107.jpg,41.12992
image_1070.jpg,78.83905
image_1071.jpg,59.091503
image_1072.jpg,18.145733
image_1073.jpg,1.269174
image_1074.jpg,31.15172
image_1075.jpg,61.318768
image_1076.jpg,60.108967
image_1077.jpg,21.674637
image_1078.jpg,14.055969
image_1079.jpg,68.8555
image_108.jpg,40.01818
image_1080.jpg,24.130377
image_1081.jpg,29.979525
image_1082.jpg,13.091807
image_1083.jpg,22.286676
image_1084.jpg,56.732647
image_1085.jpg,53.341705
image_1086.jpg,54.548298
image_1087.jpg,71.883446
image_1088.jpg,48.147335
image_1089.jpg,28.224531
image_109.jpg,21.663752
image_1090.jpg,23.180979
image_1091.jpg,32.096004
image_1092.jpg,36.154785
image_1093.jpg,33.968933
image_1094.jpg,50.16156
image_1095.jpg,43.616287
image_1096.jpg,11.504592
image_1097.jpg,23.286905
image_1098.jpg,12.343968
image_1099.jpg,42.24049
image_11.jpg,28.202547
image_110.jpg,6.905792
image_1100.jpg,68.589516
image_1101.jpg,2.4029734
image_1102.jpg,56.046215
image_1103.jpg,27.229757
image_1104.jpg,29.371683
image_1105.jpg,25.122253
image_1106.jpg,27.528952
image_1107.jpg,17.571222
image_1108.jpg,60.618652
image_1109.jpg,32.634327
image_111.jpg,11.6749115
image_1110.jpg,33.859417
image_1111.jpg,58.04977
image_1112.jpg,57.827118
image_1113.jpg,55.477245
image_1114.jpg,24.879969
image_1115.jpg,45.03793
image_1116.jpg,64.23695
image_1117.jpg,28.420448
image_1118.jpg,31.997751
image_1119.jpg,23.96557
image_112.jpg,28.702904
image_1120.jpg,54.49647
image_1121.jpg,35.361042
image_1122.jpg,61.558125
image_1123.jpg,71.93748
image_1124.jpg,18.313599
image_1125.jpg,41.579784
image_1126.jpg,60.380947
image_1127.jpg,76.19738
image_1128.jpg,38.76184
image_1129.jpg,60.736603
image_113.jpg,21.999945
image_1130.jpg,51.80435
image_1131.jpg,20.781176
image_1132.jpg,54.61531
image_1133.jpg,3.0481186
image_1134.jpg,46.763927
image_1135.jpg,27.719154
image_1136.jpg,81.22932
image_1137.jpg,24.088028
image_1138.jpg,46.99071
image_1139.jpg,25.588812
image_114.jpg,28.200922
image_1140.jpg,20.926294
image_1141.jpg,43.20219
image_1142.jpg,34.770073
image_1143.jpg,64.669365
image_1144.jpg,62.715183
image_1145.jpg,46.155567
image_1146.jpg,28.530848
image_1147.jpg,19.453772
image_1148.jpg,55.7429
image_1149.jpg,72.23849
image_115.jpg,20.812502
image_1150.jpg,53.28545
image_1151.jpg,24.898905
image_1152.jpg,55.349503
image_1153.jpg,34.60178
image_1154.jpg,29.313995
image_1155.jpg,4.5062947
image_1156.jpg,8.740163
image_1157.jpg,46.9592
image_1158.jpg,23.857851
image_1159.jpg,1.0719692
image_116.jpg,12.214932
image_1160.jpg,33.203426
image_1161.jpg,27.079042
image_1162.jpg,7.9840283
image_1163.jpg,90.93612
image_1164.jpg,53.656773
image_1165.jpg,69.49271
image_1166.jpg,56.158844
image_1167.jpg,22.421364
image_1168.jpg,10.325976
image_1169.jpg,8.578303
image_117.jpg,10.049555
image_1170.jpg,5.8379064
image_1171.jpg,5.606575
image_1172.jpg,43.829544
image_1173.jpg,66.7976
image_1174.jpg,61.031372
image_1175.jpg,11.940903
image_1176.jpg,86.68893
image_1177.jpg,43.669537
image_1178.jpg,7.361654
image_1179.jpg,47.356052
image_118.jpg,71.184944
image_1180.jpg,35.190357
image_1181.jpg,31.149462
image_1182.jpg,31.267859
image_1183.jpg,66.9154
image_1184.jpg,40.768436
image_1185.jpg,37.073902
image_1186.jpg,41.890507
image_1187.jpg,8.462203
image_1188.jpg,14.728919
image_1189.jpg,13.095413
image_119.jpg,55.139393
image_1190.jpg,65.60504
image_1191.jpg,9.096447
image_1192.jpg,52.661617
image_1193.jpg,63.197292
image_1194.jpg,26.724928
image_1195.jpg,27.544699
image_1196.jpg,9.112033
image_1197.jpg,19.599241
image_1198.jpg,12.569072
image_1199.jpg,56.556885
image_12.jpg,57.16924
image_120.jpg,36.56767
image_1200.jpg,70.81487
image_1201.jpg,43.09093
image_1202.jpg,28.876038
image_1203.jpg,51.649384
image_1204.jpg,38.210342
image_1205.jpg,3.1239042
image_1206.jpg,57.150715
image_1207.jpg,52.97833
image_1208.jpg,49.4042
